ts,arm,model,ok,http_status,error,provider_reported,ttfb_ms,ttft_ms,total_ms,output_tokens,decode_tps,gen_id,gen_provider_name,gen_latency_ms,gen_generation_time_ms,is_byok,total_cost,warmup
2026-09-21T14:19:24+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2082.2,2082.2,4534.6,121,48.9,gen-1790000367-Fgh6MjEqrej1YFgFKdke,Amazon Bedrock,1549,4006,False,0.001992,False
2026-09-21T14:19:25+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1585.3,1585.3,4494.6,121,41.2,gen-1790000367-01WWqTzCla5VyWPkJneS,Anthropic,1085,3977,False,0.001998,False
2026-09-21T14:19:25+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2191.2,2191.2,4031.9,78,41.8,gen-1790000368-j8qK6sV32wgYzJ64q5pd,Amazon Bedrock,1556,3386,False,0.001338,False
2026-09-21T14:19:25+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1600.5,1600.5,3866.8,80,34.9,gen-1790000368-iFcje3yehJhUkkuulOLN,Anthropic,970,3217,False,0.001368,False
2026-09-21T14:19:27+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,3173.7,3173.7,4786.9,81,49.6,gen-1790000371-VttkSpgEzPNcyXaNNl2G,Amazon Bedrock,1499,3094,False,0.001383,False
2026-09-21T14:19:27+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,2539.9,2539.9,4899.7,92,38.6,gen-1790000370-9nNQtKRFWaRD1HenMDp2,Anthropic,897,3259,False,0.001551,False
2026-09-21T14:19:35+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2046.7,2046.7,4209.4,84,38.4,gen-1790000378-UEfdQbwSCAHnq6o974H2,Amazon Bedrock,1309,3141,False,0.001446,False
2026-09-21T14:19:36+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,3439.3,3439.3,8043.7,86,18.5,gen-1790000381-sMsRTcnnVcRV8SBemZ0G,Anthropic,1021,3350,False,0.00147,False
2026-09-21T14:19:37+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2101.9,2101.9,5014.3,120,40.9,gen-1790000380-4jC0nqCCEFN1BWt2NdND,Amazon Bedrock,1328,3763,False,0.001983,False
2026-09-21T14:19:37+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1975.7,1975.7,5019.5,119,38.8,gen-1790000380-aem5bIJDnvjWsWpHHW1A,Anthropic,956,3781,False,0.001959,False
2026-09-21T14:19:37+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2514.9,2514.9,4574.7,98,47.1,gen-1790000380-Hh2I5ONxQiXAw0uvoc8B,Amazon Bedrock,1394,3729,False,0.001638,False
2026-09-21T14:19:37+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,2854.6,2854.6,4218.7,61,44.0,gen-1790000381-pE0bYb69Mt6aCGhnIRK2,Anthropic,782,2192,False,0.00108,False
2026-09-21T14:19:40+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,8014.2,8014.2,9637.7,69,41.9,gen-1790000389-rK1A20eJh0TilIjxdd5k,Amazon Bedrock,1459,3029,False,0.0012,False
2026-09-21T14:19:43+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1630.8,1630.8,5050.7,92,26.6,gen-1790000386-Ze0xAj73Czmj2TqOhubi,Anthropic,1081,3269,False,0.001548,False
2026-09-21T14:19:46+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1967.7,1967.8,4083.5,84,39.2,gen-1790000389-kMF0G5gbkyGpAy4q5DYD,Amazon Bedrock,1400,3247,False,0.00144,False
2026-09-21T14:19:47+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1328.8,1328.8,3392.2,78,37.3,gen-1790000390-fhasr6Jx6kQnCEqLyovT,Anthropic,712,2545,False,0.00135,False
2026-09-21T14:19:48+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,3724.4,3724.5,6254.1,110,43.1,gen-1790000392-pP3HJCPjo50ESgbxZ93S,Amazon Bedrock,1386,3640,False,0.001833,False
2026-09-21T14:19:52+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,2702.2,2702.2,9051.3,108,16.9,gen-1790000396-6qyD0JfnJXRWCbS7m0MZ,Anthropic,892,3615,False,0.001794,False
2026-09-21T14:19:53+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,3293.9,3293.9,5312.6,77,37.6,gen-1790000396-d0cPzrh359eomwquK0nV,Amazon Bedrock,1371,3056,False,0.001329,False
2026-09-21T14:19:53+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1984.7,1984.8,4609.3,91,34.3,gen-1790000396-BCjSyW4Zq6ZYC7mDiwrI,Anthropic,1075,3599,False,0.00153,False
2026-09-21T14:19:56+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1911.6,1911.7,4139.0,79,35.0,gen-1790000399-WVTKCTDAFOq6uexCbkzE,Amazon Bedrock,1154,3283,False,0.001353,False
2026-09-21T14:19:58+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,2178.6,2178.6,3826.5,76,45.5,gen-1790000400-LK6l1GMNhy1mM3k3hT3i,Anthropic,1191,2982,False,0.001317,False
2026-09-21T14:20:01+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2614.7,2614.7,4268.0,84,50.2,gen-1790000404-kSKu0n6rdXwpPqQik9ES,Amazon Bedrock,1518,3373,False,0.00144,False
2026-09-21T14:20:02+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,2027.8,2027.8,4151.1,86,40.0,gen-1790000404-AtEGbT4qaCgbJxzMVNeb,Anthropic,1010,3076,False,0.00147,False
2026-09-21T14:20:07+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2376.5,2376.5,5695.7,113,33.7,gen-1790000410-8bBj8fkjymC6pr7FmAY1,Amazon Bedrock,1388,3879,False,0.001872,False
2026-09-21T14:20:11+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1773.5,1773.5,5218.9,121,34.8,gen-1790000414-BwU6uemBOm0xKp6KTgGy,Anthropic,1028,3981,False,0.001998,False
2026-09-21T14:20:11+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2092.5,2092.6,3800.6,69,39.8,gen-1790000414-HB37yGiDnTUSdWxr1dLw,Amazon Bedrock,1499,2966,False,0.001197,False
2026-09-21T14:20:14+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1688.1,1688.1,3819.4,79,36.6,gen-1790000416-blLmQR7MeVTDbMFFN4Rz,Anthropic,831,2958,False,0.001362,False
2026-09-21T14:20:14+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2235.6,2235.6,4542.7,81,34.7,gen-1790000417-U8XgoEZPumVJWKLyKJWS,Amazon Bedrock,1323,3135,False,0.001389,False
2026-09-21T14:20:14+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1964.2,1964.3,5052.0,81,25.9,gen-1790000417-Xi21rKDEEtgcTtaDrA9d,Anthropic,990,2785,False,0.001386,False
2026-09-21T14:20:17+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1691.2,1691.2,3513.7,84,45.5,gen-1790000419-09kuAhnIiD8D1uDMpcRW,,,,,,False
2026-09-21T14:20:18+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1533.1,1533.1,3993.7,84,33.7,gen-1790000421-FAq7hs1131sr1msIAv4r,Anthropic,963,3089,False,0.001443,False
2026-09-21T14:20:22+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1807.5,1807.5,7226.9,121,22.1,gen-1790000425-lPQ1Kor3Os1sKalfZ0G7,Amazon Bedrock,1355,3994,False,0.001995,False
2026-09-21T14:20:23+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1219.8,1219.9,4871.8,112,30.4,gen-1790000425-uCPbIf1keqNys5BzlyzD,Anthropic,753,3513,False,0.00186,False
2026-09-21T14:20:23+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2068.7,2068.7,5374.3,77,23.0,gen-1790000425-aDznUieoYIebMsqueanc,Amazon Bedrock,1582,2998,False,0.001329,False
2026-09-21T14:20:23+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1693.9,1693.9,3507.0,69,37.5,gen-1790000426-Fmk6S3Iy19cx8XY7t7DA,Anthropic,1082,2711,False,0.001206,False
2026-09-21T14:20:23+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1749.0,1749.1,4807.5,88,28.4,gen-1790000426-PSSxOOIMVnO2VS9G0NlF,Amazon Bedrock,1291,3384,False,0.001491,False
2026-09-21T14:20:26+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1582.5,1582.6,3214.3,81,49.0,gen-1790000429-NexBRDxdAexMQVUUDTYv,Anthropic,980,2924,False,0.001383,False
2026-09-21T14:20:30+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,3048.3,3048.3,6399.0,97,28.7,gen-1790000434-VPaqcvYoIoSGkKkz9zRa,Amazon Bedrock,1548,3722,False,0.001635,False
2026-09-21T14:20:32+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1444.3,1444.3,4953.2,84,23.7,gen-1790000434-x37RjGOKSOeyLd2PnEcJ,Anthropic,1026,3206,False,0.001443,False
2026-09-21T14:20:33+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2897.6,2897.6,4682.2,110,61.1,gen-1790000436-F6VRy0SfpbWmo0bKbZr2,Amazon Bedrock,1430,3793,False,0.00183,False
2026-09-21T14:20:33+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1426.6,1426.6,3704.2,96,41.7,gen-1790000436-vTNzFMpywEKMOrDkMknM,Anthropic,930,3181,False,0.001629,False
2026-09-21T14:20:34+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1832.1,1832.2,3080.8,69,54.5,gen-1790000436-AmFwPkMQHaK8YJN9BckC,Amazon Bedrock,1345,2606,False,0.001203,False
2026-09-21T14:20:34+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1597.8,1597.8,4448.2,77,26.7,gen-1790000436-yC2m6HupahpVOE9m4E4x,Anthropic,1089,3437,False,0.001329,False
2026-09-21T14:20:37+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2454.9,2454.9,3789.3,81,60.0,gen-1790000440-N6h4Nbellz7VOPYmUCra,,,,,,False
2026-09-21T14:20:38+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1728.4,1728.4,3757.9,79,38.4,gen-1790000440-ILlOk5h41FfJlIojlsaG,,,,,,False
2026-09-21T14:20:42+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1802.0,1802.1,3387.8,84,52.3,gen-1790000444-bzXq7rvkbFA3k21Je9th,Amazon Bedrock,1361,3221,False,0.001443,False
2026-09-21T14:20:42+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1268.7,1268.8,3276.5,88,43.3,gen-1790000444-lpn5zIPxPSKuUkVRLKMr,Anthropic,815,3125,False,0.001503,False
2026-09-21T14:20:43+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1691.1,1691.1,4016.6,108,46.0,gen-1790000446-ivnAbZ3YjaWmoxDA1BTL,Amazon Bedrock,1547,3758,False,0.001797,False
2026-09-21T14:20:43+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1164.8,1164.8,3105.2,89,45.4,gen-1790000446-t0leQrUdw1JPku2v8hSK,Anthropic,855,2899,False,0.001515,False
2026-09-21T14:20:44+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1653.6,1653.7,3294.7,78,46.9,gen-1790000446-o05F1BvtpExbYcQ8wFp7,Amazon Bedrock,1474,3063,False,0.001341,False
2026-09-21T14:20:44+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1177.6,1177.6,3051.2,71,37.4,gen-1790000446-fOGkIuzIm8Wj7j8MHrjT,Anthropic,1037,2813,False,0.001236,False
2026-09-21T14:20:49+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2445.2,2445.2,4033.6,81,50.4,gen-1790000451-kjT4Wql00yHqKUPhub8h,Amazon Bedrock,2017,3804,False,0.001392,False
2026-09-21T14:20:49+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1442.4,1442.4,3182.0,81,46.0,gen-1790000452-GnkHdJT17BazbqHZ3PX7,Anthropic,982,2919,False,0.00138,False
2026-09-21T14:20:51+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1707.6,1707.6,3657.1,85,43.1,gen-1790000454-19KvL4bK3eQcPO72zfkb,Amazon Bedrock,1457,3488,False,0.001455,False
2026-09-21T14:20:52+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1239.2,1239.2,3141.9,84,43.6,gen-1790000455-fvyedTHrHARWa67CpdYz,Anthropic,987,2994,False,0.00144,False
2026-09-21T14:20:53+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2083.7,2083.8,4431.0,121,51.1,gen-1790000455-M8ebZq5MuXm1O0HLQD1n,Amazon Bedrock,1841,4198,False,0.001992,False
2026-09-21T14:20:53+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1614.3,1614.3,4647.0,122,39.9,gen-1790000455-2Lj46k4KyHdZw1pHDH0Z,Anthropic,1050,4064,False,0.002019,False
2026-09-21T14:20:53+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1736.7,1736.7,3286.1,77,49.1,gen-1790000455-s4K4siNa8qlbl9yk6mUr,Amazon Bedrock,1472,3011,False,0.001329,False
2026-09-21T14:20:56+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1134.1,1134.1,3511.8,75,31.1,gen-1790000458-GH2GP7ko24Hr5AHUVZeJ,Anthropic,948,2933,False,0.00129,False
2026-09-21T14:21:00+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1488.6,1488.6,3285.7,81,44.5,gen-1790000463-K49ZDzl3WXE715hxCQcR,,,,,,False
2026-09-21T14:21:00+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1361.8,1361.8,3499.6,82,37.9,gen-1790000463-145ig0XSBUlBCDPXJNxF,,,,,,False
2026-09-21T14:21:01+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1726.2,1726.3,3388.2,85,50.5,gen-1790000463-An5S5TkDiAxsmfLP1F3N,,,,,,False
2026-09-21T14:21:03+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1528.3,1528.3,3744.3,93,41.5,gen-1790000465-tAm9q4mcrlAieJpdGFWr,Anthropic,1217,3246,False,0.001584,False
2026-09-21T14:21:03+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1585.1,1585.1,4778.6,121,37.6,gen-1790000465-iDs5DKWHnJEzKHL5sK56,,,,,,False
2026-09-21T14:21:03+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1099.2,1099.3,4456.7,121,35.7,gen-1790000465-1FzbfvxCZow2LLkPaq4a,,,,,,False
2026-09-21T14:21:03+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1765.4,1765.6,3517.4,78,44.0,gen-1790000465-pdAwQnRwPg7Uuz9pU8fw,,,,,,False
2026-09-21T14:21:04+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1139.7,1139.7,3775.9,71,26.6,gen-1790000466-pEALUOfeoZ3JZu0DcaOL,,,,,,False
2026-09-21T14:21:11+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1539.4,1539.4,3868.4,81,34.3,gen-1790000474-JVJEhByOi6v4Dm0jV6XA,Amazon Bedrock,1185,2936,False,0.001392,False
2026-09-21T14:21:12+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1164.6,1164.6,3077.1,80,41.3,gen-1790000475-iyYGi1XoW8uo9fNzdThn,Anthropic,932,2829,False,0.001371,False
2026-09-21T14:21:13+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1939.9,1939.9,3437.5,84,55.4,gen-1790000475-1Kq5x63bVXVymMI5Kgls,Amazon Bedrock,1442,3198,False,0.001443,False
2026-09-21T14:21:14+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1167.7,1167.7,3075.9,84,43.5,gen-1790000477-nqVSPRBjOTcJKxtk2Dxt,Anthropic,933,2922,False,0.001443,False
2026-09-21T14:21:14+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1543.3,1543.3,4191.3,119,44.6,gen-1790000477-ISQOjhiwbdhvm9Tpz38d,,,,,,False
2026-09-21T14:21:15+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1301.2,1301.2,4234.0,120,40.6,gen-1790000478-e6gFOYeBHi3tZMM3nRUn,Anthropic,1051,3933,False,0.001986,False
2026-09-21T14:21:16+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2272.2,2272.2,4642.1,135,56.5,gen-1790000478-b7ijhLmyqaMdnE9saNy0,Amazon Bedrock,1750,4243,False,0.002193,False
2026-09-21T14:21:16+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1129.1,1129.2,3048.5,77,39.6,gen-1790000478-N078wmw3oe8GYff2gPGf,Anthropic,955,2801,False,0.001329,False
2026-09-21T14:21:23+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2053.2,2053.3,3987.6,82,41.9,gen-1790000485-bhyd0KkRvxusESNeLebU,Amazon Bedrock,1502,3284,False,0.001407,False
2026-09-21T14:21:23+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1336.9,1336.9,3467.9,81,37.5,gen-1790000486-R9D4yErpErhB0niNM2z7,Anthropic,883,2955,False,0.001383,False
2026-09-21T14:21:23+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1829.1,1829.2,3777.1,84,42.6,gen-1790000486-7fdvr3kZUsIDV9yokrMc,Amazon Bedrock,1494,3401,False,0.001449,False
2026-09-21T14:21:25+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1586.5,1586.5,3465.3,84,44.2,gen-1790000488-eI6tZOyI7w8tkCvFn3pd,Anthropic,954,3091,False,0.00144,False
2026-09-21T14:21:27+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1671.9,1671.9,4632.6,120,40.2,gen-1790000489-fesD3I8MnaAA0uEnxeAV,Amazon Bedrock,1518,4008,False,0.00198,False
2026-09-21T14:21:28+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1242.1,1242.1,3937.2,116,42.7,gen-1790000490-KiCfxE9Gifvu74WTMbRr,Anthropic,1023,3747,False,0.00192,False
2026-09-21T14:21:28+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2026.7,2026.7,3925.1,77,40.0,gen-1790000490-f18I3pHzoohCseAHBv7f,Amazon Bedrock,1426,3642,False,0.00132,False
2026-09-21T14:21:28+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1605.3,1605.4,3475.2,74,39.0,gen-1790000491-PpLTqWtH3AFxIszF5pmm,Anthropic,1259,3252,False,0.001278,False
2026-09-21T14:21:35+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1869.1,1869.1,3703.5,80,43.1,gen-1790000497-710ejIrCsB2LEJa6pBZp,Amazon Bedrock,1338,3143,False,0.001362,False
2026-09-21T14:21:35+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1244.0,1244.0,3256.3,75,36.8,gen-1790000497-6lpUeXPR6clQdVInGb8C,Anthropic,698,2701,False,0.001296,False
2026-09-21T14:21:35+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1957.9,1957.9,4296.2,84,35.5,gen-1790000498-iLOzEtiKdK8cm8dMxiqc,Amazon Bedrock,1522,3215,False,0.001443,False
2026-09-21T14:21:35+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,2969.0,2969.1,5535.1,87,33.5,gen-1790000499-vjc9bpcJeMh2P95ocDu8,Anthropic,1148,3825,False,0.001479,False
2026-09-21T14:21:39+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2394.9,2395.0,5191.9,121,42.9,gen-1790000502-bwyhf9uc5My9dbilEyt9,Amazon Bedrock,1502,4063,False,0.001998,False
2026-09-21T14:21:41+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1807.1,1807.1,4352.3,110,42.8,gen-1790000504-ADCaddZGLJirIU42Roe8,Anthropic,1049,3589,False,0.00183,False
2026-09-21T14:21:42+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2061.8,2061.8,3791.2,78,44.5,gen-1790000505-74qrEM5RLB9Dn4TRalHA,Amazon Bedrock,1427,3151,False,0.001338,False
2026-09-21T14:21:42+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1555.1,1555.1,3907.6,77,32.3,gen-1790000505-0KLKg8FR6Ay03gFQQcNT,Anthropic,915,3277,False,0.001326,False
2026-09-21T14:21:48+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2579.7,2579.7,5004.1,77,31.3,gen-1790000512-GGFFTlQCi8zNujp0SO0a,Amazon Bedrock,1310,3363,False,0.00132,False
2026-09-21T14:21:49+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,2804.6,2804.6,3625.5,69,82.8,gen-1790000513-wFD398oH5Ggwq4KmOrOn,Anthropic,1957,2739,False,0.001203,False
2026-09-21T14:21:52+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,7634.5,7634.6,8751.9,84,74.3,gen-1790000519-UlCGhQDDeA1KeAkGdPm8,Amazon Bedrock,1248,3210,False,0.001443,False
2026-09-21T14:21:52+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,2229.8,2229.8,4292.5,95,45.6,gen-1790000515-ClYrkO1G2mpBOelXrsGF,Anthropic,1108,3117,False,0.001599,False
2026-09-21T14:21:54+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2518.4,2518.4,5785.2,127,38.6,gen-1790000518-g9F3itMfplCdB5iKnTtU,Amazon Bedrock,1350,4175,False,0.002085,False
2026-09-21T14:21:55+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1595.8,1595.8,4320.7,108,39.3,gen-1790000518-N5LGUuHzWNPNjotORRv4,Anthropic,787,3438,False,0.001797,False
2026-09-21T14:22:01+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,1775.9,1776.0,3858.7,78,37.0,gen-1790000523-qV3s1vu45N8BMuUaWT5D,Amazon Bedrock,1366,2962,False,0.001335,False
2026-09-21T14:22:01+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,1517.5,1517.5,4073.5,77,29.7,gen-1790000524-Ei9pNHftkIuNx0YzNGHQ,Anthropic,945,3289,False,0.001323,False
2026-09-21T14:22:05+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,2226.6,2226.6,4282.8,103,49.6,gen-1790000527-YRyAQyhgoyjw9OJAQ0Yn,Amazon Bedrock,1559,3870,False,0.001716,False
2026-09-21T14:22:05+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,2201.0,2201.0,3164.8,74,75.7,gen-1790000528-2wVGk2YtSuRjrYA7DUwj,,,,,,False
